No.,English,IPA(美式),近似?,出现页,出现次数
3234,melon,/ˈmelən/,,129,1
3235,memory,/ˈmeməri/,,178,1
3236,menstruation,/mˌɛnstruˈeɪʃən/,,22,1
3237,menu,/ˈmenjuː/,,150,3
3238,menubar,/mɛnʌbɑrr/,是,179,1
3239,men’s clothing,/ˈkloʊðiŋ/,,34,1
3240,men’s wear,/wɛr/,,107,1
3241,Mercury,/ˈməːkjuri/,,282,2
3242,meringue,/mɛrrɪŋʌɛ/,是,142,1
3243,mesosphere,/mɛsɑsfɛrr/,是,288,1
3244,messages,/ˈmesidʒ/,,102,1
3245,metacarpal,/mˌɛtəkˈɑrpəl/,,19,1
3246,metal bit,/mˈɛtəl bˈɪt/,,82,1
3247,metals,/ˈmetəl/,,291,1
3248,metamorphic,/mˌɛtəmˈɔrfɪk/,,290,1
3249,metatarsal,/mɛtætɑrrsɔll/,是,19,1
3250,meteor,/ˈmiːtiə/,,282,1
3251,metre,/mˈitɚ/,,312,1
3252,Mexico,/ˈmeksikoʊ/,,316,1
3253,mica,/mˈaɪkə/,,291,1
3254,microlight,/mɪkrɑlaɪt/,是,213,1
3255,microphone,/ˈmaɪkrəfoʊn/,,181,2
3256,microwave oven,/mˈaɪkrəwˌeɪv ˈʌvən/,,68,1
3257,midday,/ˈmiddeɪ/,,307,1
3258,middle lane,/mˈɪdəl lˈeɪn/,,196,1
3259,midwife,/mˈɪdwˌaɪf/,,55,1
3260,migraine,/mˈaɪgrˌeɪn/,,46,1
3261,mile,/maɪl/,,312,1
3262,milk,/milk/,,138,3
3263,milk carton,/mˈɪlk kˈɑrtən/,,138,1
3264,milk chocolate,/mˈɪlk tʃˈɔklət/,,115,1
3265,milkshake,/mˈɪlkʃˌeɪk/,,139,2
3266,millet,/ˈmilit/,,132,1
3267,milligram,/mˈɪləgrˌæm/,,312,1
3268,millilitre,/mˈɪləlˌitɚ/,,313,1
3269,millimetre,/mˈɪləmˌitɚ/,,312,1
3270,mince,/mins/,,121,1
3271,minerals,/ˈminərəl/,,291,1
3272,mini bar,/mˈɪni bˈɑr/,,103,1
3273,mini disk recorder,/mˈɪni dˈɪsk rɪkˈɔrdɚ/,,270,1
3274,minibus,/mˈɪnibˌəs/,,199,1
3275,mint,/mint/,,115,2
3276,mint tea,/mˈɪnt tˈi/,,151,1
3277,minus,/ˈmaɪnəs/,,167,1
3278,minute,/ˈminit/,,306,1
3279,minute hand,/mˈɪnət hˈænd/,,306,1
3280,minutes,/ˈminit/,,176,1
3281,mirror,/ˈmirə/,,42,4
3282,miscarriage,/mɪskˈɛrədʒ/,,54,1
3283,Miss,/mis/,,25,1
3284,missile,/ˈmisaɪl/,,213,1
3285,mitre block,/mˈɪtri blˈɑk/,,83,1
3286,mitt,/mˈɪt/,,230,1
3287,mittens,/mˈɪtənz/,,32,1
3288,mix,/miks/,,69,1
3289,mixed salad,/mˈɪkst sˈæləd/,,160,1
3290,mixing bowl,/mˈɪksɪŋ boʊl/,,68,2
3291,mixing desk,/mˈɪksɪŋ dˈɛsk/,,181,1
3292,moat,/moʊt/,,302,1
3293,mobile,/ˈmoʊbil/,,76,1
3294,mobile phone,/moʊbəl foʊn/,,101,1
3295,model,/ˈmɑdəl/,,171,2
3296,model making,/mˈɑdəl mˈeɪkɪŋ/,,277,1
3297,modelling tool,/mˈɑdəlˌɪŋ tˈul/,,277,1
3298,modem,/moʊdəm/,,178,1
3299,moisturizer,/ˈmɔɪstʃəraɪzə(r)/,,43,1
3300,molar,/moʊlər/,,52,1
3301,Moldova,/moʊldoʊvə/,,318,1
3302,mole,/moʊl/,,16,1
3303,Monaco,/ˈmɑnəkoʊ/,,318,1
3304,Monday Tuesday Wednesday Thursday Friday,/mˈʌndi tˈuzdi wˈɛnzdi θɝzdˌeɪ frˈaɪdi/,,308,1
3305,Mongolia,/mɑŋˈgoʊljə/,,320,1
3306,monitor,/ˈmɑnitə/,,55,2
3307,monkey,/ˈmʌŋki/,,293,1
3308,monkfish,/mɑnkfɪʃ/,是,122,1
3309,monopoly,/məˈnɑpəli/,,274,1
3310,monorail,/mˈɑnɚˌeɪl/,,210,1
3311,Montenegro,/mˌɑntənˈeɪgroʊ/,,318,1
3312,month,/mʌnθ/,,308,1
3313,monthly millennium,/mˈʌnθli məlˈɛniəm/,,309,1
3314,monument,/ˈmɑnjumənt/,,263,1
3315,Moon,/muːn/,,282,1
3316,moonstone,/mˈunstoʊn/,,290,1
3317,moor,/mˈʊr/,,219,1
3318,mooring,/mˈʊrɪŋ/,,219,1
3319,mop,/mˈɑp/,,79,1
3320,morning,/ˈmɑːniŋ/,,307,1
3321,Morocco,/məˈrɑkoʊ/,,319,1
3322,mortar,/mˈɔrtɚ/,,70,3
3323,mortgage,/ˈmɑːgidʒ/,,98,1
3324,moses basket,/moʊzəs bˈæskət/,,76,1
3325,mosque,/mˈɑsk/,,302,1
3326,mosquito,/məˈskiːtoʊ/,,297,1
3327,mosquito net,/məskˈitoʊ nˈɛt/,,269,1
3328,moth,/mɑθ/,,297,1
3329,mother,/ˈmʌðə/,,24,1
3330,mother-in-law,/mˈʌðɚɪnlˌɔ/,,25,1
3331,motor,/ˈmoʊtə/,,90,1
3332,motor racing,/moʊtɚ rˈeɪsɪŋ/,,251,1
3333,motorbike,/ˈməjtəbaɪk/,,206,1
3334,motorbike racing,/moʊtɚbˌaɪk rˈeɪsɪŋ/,,251,1
3335,motorcross,/mɑtɔrrkrɑss/,是,251,1
3336,Motorway,/mɑtɔrrweɪ/,是,196,2
3337,moulding,/moʊldɪŋ/,,65,1
3338,mountain,/ˈmaʊntin/,,286,1
3339,mountain bike,/mˈaʊntən bˈaɪk/,,208,1
3340,mountain range,/mˈaʊntən rˈeɪndʒ/,,284,1
3341,mouse,/maʊs/,,178,2
3342,mousse,/muːs/,,143,1
3343,mouth,/maʊθ/,,16,1
3344,mouth guard,/mˈaʊθ gˈɑrd/,,239,1
3345,mouthwash,/mˈaʊθwˌɑʃ/,,74,1
3346,move,/muːv/,,275,1
3347,Mozambique,/moʊzæmbˈik/,,319,1
3348,mozzarella,/mˌɑtsərˈɛlə/,,144,1
3349,Mr,/ˈmistə(r)/,,25,1
3350,Mrs,/ˈmistə(r)/,,25,1
3351,mudguard,/mʌdɡʌɑrrd/,是,207,1
3352,muffin,/mˈʌfən/,,142,1
3353,muffin tray,/mˈʌfən trˈeɪ/,,71,1
3354,mug,/mˈʌg/,,67,1
3355,mulch,/mˈʌltʃ/,,93,1
3356,multiply geometry,/mˈʌltəplˌaɪ dʒiˈɑmətri/,,167,1
3357,multivitamins,/mˌəltivˈaɪtˌəmən/,,111,1
3358,mumps,/mˈʌmps/,,46,1
3359,mung beans,/mʌŋ/,,133,1
3360,muscles,/ˈmʌsl/,,18,1
3361,museum,/mjuːˈziəm/,,263,1
3362,mushroom,/ˈmʌʃrum/,,127,1
3363,music,/ˈmjuːzik/,,164,1
3364,music school,/mjˈuzɪk skˈul/,,171,1
3365,musical score,/mjˈuzɪkəl skˈɔr/,,257,1
3366,musical styles,/mjˈuzɪkəl stˈaɪlz/,,261,1
3367,musician,/mjuːˈziʃən/,,193,1
3368,mussel,/mˈʌsəl/,,123,2
3369,mustard,/ˈmʌstəd/,,157,1
3370,mustard seed,/mˈʌstɚd sˈid/,,133,1
3371,My car won’t,/maɪ/,,205,1
3372,My name,/mˈaɪ nˈeɪm/,,324,1
3373,My room number is,/mˈaɪ rˈum nˈʌmbɚ ˈɪz/,,325,1
3374,naan bread,/nˈɑn brˈɛd/,,141,1
3375,nail,/neɪl/,,82,1
3376,nail clippers,/nˈeɪl klˈɪpɚz/,,43,1
3377,nail file,/nˈeɪl fˈaɪl/,,43,1
3378,nail middle finger,/nˈeɪl mˈɪdəl fˈɪŋgɚ/,,17,1
3379,nail scissors,/nˈeɪl sˈɪzɚz/,,43,1
3380,nail varnish,/nˈeɪl vˈɑrnɪʃ/,,43,1
3381,nail varnish remover,/nˈeɪl vˈɑrnɪʃ rɪmˈuvɚ/,,43,1
3382,Namibia,/nəmˈɪbiə/,,319,1
3383,nape,/næp/,,15,1
3384,napkin,/ˈnæpkin/,,67,2
3385,napkin ring,/nˈæpkɪn rˈɪŋ/,,67,1
3386,nappy,/næppaɪ/,是,77,1
3387,nappy rash cream,/ræʃ/,,76,1
3388,narrow,/ˈnæroʊ/,,323,1
3389,nation,/ˈneɪʃən/,,317,1
3390,national park,/nˈæʃənəl pˈɑrk/,,263,1
3391,natural,/ˈnætʃərəl/,,33,2
3392,naturopathy,/nætɝrɑpæθaɪ/,是,57,1
3393,nausea,/ˈnɑːʃjə/,,46,1
3394,navel,/ˈneɪvl/,,14,1
3395,near,/niə/,,322,1
3396,nebula,/nˈɛbjələ/,,282,1
3397,neck,/nek/,,14,2
3398,neck brace,/nˈɛk brˈeɪs/,,48,1
3399,necklace,/ˈneklis/,,38,1
3400,neckline,/ˈneklaɪn/,,36,1
3401,nectarine,/ˈnektəriːn/,,128,1
3402,needle,/ˈniːdl/,,111,2
3403,needle plate,/nˈidəl plˈeɪt/,,278,1
3404,needle-nose pliers,/ˈplaɪrz/,,82,1
3405,needlepoint,/nˈidəlpˌɔɪnt/,,279,1
3406,negative,/ˈnegətiv/,,273,1
3407,negative electrode,/nˈɛgətɪv ˌɪlˈɛktroʊd/,,169,1
3408,neighbour,/nˈeɪbɚ/,,26,1
3409,neoclassical,/nˌioʊklˈæsɪkəl/,,303,1
3410,Nepal,/niˈpɑːl/,,320,1
3411,nephew,/ˈnefjuː/,,25,1
3412,Neptune,/ˈneptjuːn/,,282,1
3413,nerve,/nəːv/,,21,2
3414,nervous,/ˈnəːvəs/,,21,2
3415,net,/net/,,219,5
3416,net curtain,/nˈɛt kɝtən/,,65,1
3417,Netherlands,/ˈneðələndz/,,318,1
3418,nettle,/nˈɛtəl/,,299,1
3419,network,/ˈnetwəːk/,,178,1
3420,neurology,/njuˈrɑlədʒi/,,51,1
3421,neutral,/ˈnjuːtrəl/,,62,1
3422,neutral zone,/nˈutrəl zoʊn/,,226,1
3423,never,/ˈnevə/,,322,1
3424,new,/njuː/,,323,1
3425,new moon,/nˈu mˈun/,,282,1
3426,new potato,/nˈu pətˈeɪtoʊ/,,126,1
3427,New Year,/nˈu jˈɪr/,,29,1
3428,New Zealand,/nˈu zˈilənd/,,321,1
3429,news,/njuːz/,,180,1
3430,newsagent,/nɛwsædʒɛnt/,是,114,1
3431,newspaper,/ˈnjuːz/,,114,1
3432,newsreader,/nɛwsridɛrr/,是,181,2
3433,next week,/nˈɛkst wˈik/,,309,1
3434,nib,/nˈɪb/,,165,1
3435,Nicaragua,/,nikəˈrɑːwə,,nikəˈræjuə/,,316,1
3436,nickel,/nˈɪkəl/,,291,1
3437,niece,/niːs/,,25,1
3438,Nigeria,/naɪˈdʒiriə/,,319,1
3439,night,/naɪt/,,256,1
3440,night and day,/nˈaɪt ənd dˈeɪ/,,307,1
3441,nightdress,/naɪtdrɛss/,是,37,1
3442,nightie,/naɪti/,是,33,1
3443,nightwear,/naɪtwir/,是,33,1
3444,nine,/naɪn/,,310,1
3445,nine hundred,/nˈaɪn hˈʌndrəd/,,310,1
3446,nineteen,/nˈaɪntˈin/,,310,1
3447,nineteen hundred,/nˈaɪntˈin hˈʌndrəd/,,309,1
3448,nineteen hundred and one,/nˈaɪntˈin hˈʌndrəd ənd wˈʌn/,,309,1
3449,nineteen ten,/nˈaɪntˈin tˈɛn/,,309,1
3450,nineteenth,/nˈaɪntˈinθ/,,311,1
3451,ninetieth twentieth,/nˈaɪntiɪθ twˈɛntiəθ/,,311,1
3452,ninety,/nˈaɪnti/,,310,1
3453,ninth,/naɪnθ/,,311,1
3454,nipple,/nˈɪpəl/,,14,1
3455,No,/noʊ/,,324,1
3456,No entry,/noʊ ˈɛntri/,,197,2
3457,No more for,/noʊ mˈɔr fˈɔr/,,325,1
3458,No parking,/noʊ pˈɑrkɪŋ/,,325,1
3459,no right turn,/noʊ rˈaɪt tɝn/,,197,1
3460,No smoking,/noʊ smoʊkɪŋ/,,324,1
3461,no stopping,/noʊ stˈɑpɪŋ/,,197,1
3462,No through road,/noʊ θrˈu roʊd/,,325,1
3463,No-smoking area,/ˈɛrriə/,,325,1
3464,noisy,/nˈɔɪzi/,,323,1
3465,non-smoking,/nɑnsmoʊkɪŋ/,,154,1
3466,non-stick,/nɑnstˈɪk/,,71,1
3467,noodles,/ˈnuːdl/,,160,1
3468,normal,/ˈnɑːml/,,41,1
3469,north,/nɑːθ/,,314,1
3470,North and Central America,/nˈɔrθ ənd sˈɛntrəl əmˈɛrəkə/,,316,1
3471,North Korea,/nˈɔrθ kˌɔrˈiə/,,320,1
3472,North pole,/nˈɔrθ poʊl/,,285,1
3473,North Sea,/nˈɔrθ sˈi/,,314,1
3474,northern hemisphere,/nˈɔrðɚn hˈɛmɪsfˌɪr/,,285,1
3475,Norway,/ˈnɑːweɪ/,,318,1
3476,nose,/noʊz/,,16,2
3477,nose clip,/noʊz klˈɪp/,,240,1
3478,noseband,/nɑsɛbænd/,是,244,1
3479,nosebleed,/noʊzblˌid/,,46,1
3480,nosewheel landing gear,/ˈlændiŋ/,,212,1
3481,nostril,/nˈɑstrɪl/,,16,1
3482,note,/noʊt/,,99,1
3483,note pad,/noʊt pˈæd/,,175,1
3484,notebook,/ˈnoʊtbuk/,,165,2
3485,notes,/noʊt/,,177,2
3486,November,/noʊˈvembə/,,308,1
3487,now,/naʊ/,,306,2
3488,nozzle,/nˈɑzəl/,,91,1
3489,number,/ˈnʌmbə/,,214,2
3490,number of the nearest,/nˈʌmbɚ ˈʌv ðə nˈɪrəst/,,325,1
3491,numbers,/ˈnʌmbəz/,,310,1
3492,numerator,/ˈnjuːməreɪtə/,,167,1
3493,nurse,/nəːs/,,47,3
3494,nursery,/ˈnəːsəri/,,76,1
3495,nursing,/nɝsɪŋ/,,55,1
3496,nursing bra,/nɝsɪŋ brˈɑ/,,55,1
3497,nut,/nʌt/,,82,1
3498,nutmeg,/nˈʌtmˌɛg/,,134,1
3499,nuts and dried fruit,/nˈʌts ənd drˈaɪd frˈut/,,131,1
3500,nylon,/nˈaɪlˌɑn/,,279,1
3501,oar,/ˈɔr/,,243,1
3502,oats,/oʊts/,,132,1
3503,objective lens,/əbdʒˈɛktɪv lˈɛnz/,,169,1
3504,oboe,/ˈoʊboʊ/,,259,1
3505,obsidian,/əbsˈɪdiən/,,290,1
3506,obstetrician,/ˌɑbstətrˈɪʃən/,,54,1
3507,occupations,/ˌɑkjʊˈpeɪʃnz/,,190,2
3508,occupied,/ˈɑkjəpˌaɪd/,,323,1
3509,ocean,/ˈoʊʃən/,,284,1
3510,octagon,/ˈɑktəgˌɑn/,,166,1
3511,October,/ɑkˈtoʊbə/,,308,1
3512,octopus,/ˈɑktəpəs/,,123,1
3513,odometer,/oʊdˈɑmətɚ/,,203,1
3514,oesophagus,/oʊsɑfæɡʌs/,是,21,1
3515,off licence,/ˈɔf lˈaɪsəns/,,117,1
3516,off-piste,/ˈɔf pɪst/,是,249,1
3517,off-side,/ˈɔfsˌaɪd/,,225,1
3518,offal,/ˈɑfəl/,,120,1
3519,office,/ˈɑfis/,,174,3
3520,office block,/ˈɔfɪs blˈɑk/,,300,1
3521,office supplies,/ˈɔfɪs səplˈaɪz/,,175,1
3522,often,/ˈɑːfn/,,322,1
3523,oil,/ɑil/,,136,3
3524,oil paints,/ˈɔɪl pˈeɪnts/,,276,1
3525,oil tank,/ˈɔɪl tˈæŋk/,,206,1
3526,oil tanker,/ˈɔɪl tˈæŋkɚ/,,217,1
3527,oils,/ɑil/,,136,1
3528,oily,/ˈɑili/,,43,1
3529,ointment,/ˈɔɪntmənt/,,49,2
3530,OK,/ˈoʊˈkeɪ/,,324,1
3531,okra,/ˈoʊkrə/,,124,1
3532,old,/oʊld/,,323,2
3533,olive oil,/ˈɑləv ˈɔɪl/,,136,1
3534,Oman,/oʊmˈɑn/,,320,1
3535,omelette,/ɑmɛlɛtt/,是,160,1
3536,on,/ɑn/,,271,1
3537,on time,/ˈɑn tˈaɪm/,,307,1
3538,on top of,/ˈɑn tˈɑp ˈʌv/,,322,1
3539,on-line,/ˈɔnlˌaɪn/,,179,1
3540,oncology,/ɑŋˈkɑlədʒi/,,51,1
3541,one,/wʌn/,,310,2
3542,one billion,/wˈʌn bˈɪljən/,,311,1
3543,one hundred,/wˈʌn hˈʌndrəd/,,310,1
3544,one hundred and ten,/wˈʌn hˈʌndrəd ənd tˈɛn/,,310,1
3545,one hundred thousand,/wˈʌn hˈʌndrəd θˈaʊzənd/,,311,1
3546,one million,/wˈʌn mˈɪljən/,,311,1
3547,one thirty,/wˈʌn θɝdˌi/,,306,1
3548,one thousand,/wˈʌn θˈaʊzənd/,,311,1
3549,one-way,/wˈʌnwˈeɪ/,,196,1
3550,One-way street,/wˈʌnwˈeɪ strˈit/,,325,1
3551,one-way system,/wˈʌnwˈeɪ sˈɪstəm/,,300,1
3552,onion,/ˈʌnjən/,,126,1
3553,onto,/ˈɑntuː/,,322,1
3554,onyx,/ˈɑnɪks/,,291,1
3555,opal,/oʊpəl/,,290,1
3556,open,/ˈoʊpən/,,262,2
3557,Open all day,/oʊpən ˈɔl dˈeɪ/,,324,1
3558,open sandwich,/oʊpən sˈændwɪtʃ/,,157,1
3559,open-top,/ˈoʊpən tˈɑp/,,262,1
3560,Opening times,/oʊpənɪŋ tˈaɪmz/,,324,1
3561,operating theatre,/ˈɑpɚˌeɪtɪŋ θˈiətɚ/,,50,1
3562,operation,/ˌɑpɚˈeɪʃən/,,50,1
3563,operator,/ˈɑpəreɪtə/,,101,1
3564,ophthalmology,/ˌɑpθəmˈɑlədʒi/,,51,1
3565,opponent,/əˈpoʊnənt/,,238,1
3566,opposite,/ˈɑpəzit/,,322,1
3567,optic,/ˈɑptɪk/,,152,1
3568,optic nerve,/ˈɑptɪk nɝv/,,53,1
3569,optician,/ɑptˈɪʃən/,,53,2
3570,orange,/ˈɑːrindʒ/,,128,1
3571,orange juice,/ˈɔrəndʒ dʒˈus/,,151,1
3572,orangeade,/ɔrræŋid/,是,146,1
3573,orbit,/ˈɑːbit/,,282,1
3574,orchestra,/ˈɑːkistrə/,,256,2
3575,orchestra pit,/ˈɔrkəstrə pˈɪt/,,256,1
3576,orchid,/ˈɑːkid/,,113,1
3577,organic,/ɑːˈgænik/,,93,3
3578,organic waste,/ɔrgˈænɪk wˈeɪst/,,63,1
3579,origami,/ˌɔrigˈɑmˌi/,,277,1
3580,ornamental,/ˌɔrnəmˈɛntəl/,,89,1
3581,orthopaedy,/ɔrrθɑpæɛdaɪ/,是,51,1
3582,osteopathy,/ɑstɛɑpæθaɪ/,是,56,1
3583,ostrich,/ˈɑstritʃ/,,294,1
3584,other crafts,/ˈʌðɚ krˈæfts/,,277,1
3585,Other directions,/ˈʌðɚ dɚˈɛkʃənz/,,325,1
3586,other ships,/ˈʌðɚ ʃˈɪps/,,217,1
3587,other shops,/ˈʌðɚ ʃˈɑps/,,116,1
3588,other sports,/ˈʌðɚ spˈɔrts/,,250,1
3589,otter,/ˈɑtɚ/,,292,1
3590,ounce,/ˈaʊns/,,312,1
3591,out,/aʊt/,,227,3
3592,out of bounds,/ˈaʊt ˈʌv bˈaʊndz/,,228,1
3593,out of focus,/ˈaʊt ˈʌv foʊkəs/,,273,1
3594,Out of order,/ˈaʊt ˈʌv ˈɔrdɚ/,,324,1
3595,out-tray,/ˈaʊt trˈeɪ/,,174,1
3596,outboard motor,/ˈaʊtbˌɔrd moʊtɚ/,,217,1
3597,outbuilding,/aʊtbuldɪŋ/,是,184,1
3598,outdoor activities,/ˈaʊtdˌɔr æktˈɪvətiz/,,264,1
3599,outer core,/ˈaʊtɚ kˈɔr/,,284,1
3600,outfield,/ˈaʊtfˌild/,,231,1
3601,outlet,/ˈaʊtlet/,,63,1
3602,outpatient,/ˈaʊtpeɪʃənt/,,50,1
3603,outside,/ˈaʊtˈsaɪd/,,322,1
3604,outside lane,/ˈaʊtsˈaɪd lˈeɪn/,,196,1
3605,oval,/ˈoʊvəl/,,166,1
3606,ovary,/oʊvɝi/,,22,1
3607,oven,/ˈʌvən/,,68,1
3608,oven glove,/ˈʌvən glˈʌv/,,71,1
3609,ovenproof,/ɑvɛnpruf/,是,71,1
3610,over,/ˈoʊvə/,,322,1
3611,over par,/oʊvɚ pˈɑr/,,235,1
3612,overalls,/ˈoʊvərɑːl/,,85,1
3613,overdraft,/ˈəjvədrɑːft;(?@)-dræft/,,98,1
3614,overexposed,/oʊvɚɪkspoʊzd/,,273,1
3615,overflow,/oʊvɚfloʊ/,,63,1
3616,overhead locker,/oʊvɚhˈɛd lˈɑkɚ/,,212,1
3617,overhead projector,/oʊvɚhˈɛd prədʒˈɛktɚ/,,165,1
3618,overtake,/oʊvɚtˌeɪk/,,197,1
3619,overture,/oʊvɚtʃɚ/,,258,1
3620,ovulation,/oʊvjəlˈeɪʃən/,,22,2
3621,owl,/aʊl/,,294,1
3622,oyster,/ˈɑistə/,,123,1
3623,ozone layer,/oʊzoʊn lˈeɪɚ/,,288,1
3624,Pacific Ocean,/pəsˈɪfɪk oʊʃən/,,314,1
3625,pack,/pæk/,,313,1
3626,pack of cards,/pˈæk ˈʌv kˈɑrdz/,,275,1
3627,packet,/ˈpækit/,,313,1
3628,packet of cigarettes,/pˈækət ˈʌv sˌɪgɚˈɛts/,,114,1
3629,pad,/pæd/,,226,1
3630,paddle,/ˈpædl/,,243,1
3631,paddling pool,/pˈædəlɪŋ pˈul/,,265,1
3632,paddock,/pˈædək/,,245,1
3633,pads,/pæd/,,55,2
3634,paediatrics,/pæɛdɪætrɪks/,是,51,1
3635,painkiller,/pˈeɪnkˌɪlɚ/,,111,1
3636,painkillers,/ˈpeɪnˌkɪləz/,,49,1
3637,paint,/peɪnt/,,85,1
3638,paint tin,/pˈeɪnt tˈɪn/,,85,1
3639,paint tray,/pˈeɪnt trˈeɪ/,,85,1
3640,painter,/ˈpeɪntə/,,193,1
3641,painting,/ˈpeɪntiŋ/,,64,2
3642,paints,/peɪnt/,,276,1
3643,pak-choi,/pˈæk tʃˈɔɪ/,,125,1
3644,Pakistan,/pˈækɪstˌæn/,,320,1
3645,palate,/pˈælət/,,21,1
3646,palette,/pˈælət/,,276,1
3647,pallet,/pˈælət/,,188,1
3648,palm,/pɑːm/,,17,3
3649,palm hearts,/pˈɑm hˈɑrts/,,124,1
3650,palmtop,/pɔllmtɑp/,是,177,1
3651,pan,/pæn/,,312,1
3652,pan fried,/pˈæn frˈaɪd/,,161,1
3653,Panama,/pˈænəmˌɑ/,,316,1
3654,pancakes,/ˈpænkeɪks/,,159,1
3655,pancreas,/pˈænkriəs/,,20,1
3656,panda,/pˈændə/,,293,1
3657,panty liner,/pˈænti lˈaɪnɚ/,,110,1
3658,papaya,/pəˈpaɪr/,,130,1
3659,paper clip,/pˈeɪpɚ klˈɪp/,,175,1
3660,paper guide,/pˈeɪpɚ gˈaɪd/,,174,1
3661,paper napkin,/pˈeɪpɚ nˈæpkɪn/,,156,1
3662,paper tray,/pˈeɪpɚ trˈeɪ/,,174,1
3663,paprika,/pæˈpriːkə/,,134,1
3664,Papua New Guinea,/pˈæpjuə nˈu gˈɪni/,,321,1
3665,par,/pˈɑr/,,235,1
3666,parachuting,/pˈɛrəʃˌutɪŋ/,,250,1
3667,paragliding,/pɑrræɡlɪdɪŋ/,是,250,1
3668,Paraguay,/ˈpærəgwaɪ/,,317,1
3669,parallel,/ˈpærəlel/,,167,1
3670,parallel bars,/pˈɛrəlˌɛl bˈɑrz/,,237,1
3671,parallelogram,/pɑrrɔlllɛlɑɡræm/,是,166,1
3672,parcel,/ˈpɑːsl/,,101,1
3673,parents,/ˈperənt/,,25,1
3674,park,/pɑːk/,,197,1
3675,parmesan,/pˈɑrməzˌɑn/,,144,1
3676,parole,/pɚoʊl/,,183,1
3677,parrot,/ˈpærət/,,295,1
3678,parsley,/pˈɑrsli/,,135,1
3679,parsnip,/pɑrrsnɪp/,是,127,1
3680,particles and antonyms,/ˈpɑːtikl/,,322,1
3681,partner,/ˈpɑːtnə/,,25,1
3682,pass,/pæs/,,222,4
3683,passenger,/ˈpæsindʒə/,,218,1
3684,passion fruit,/pˈæʃən frˈut/,,130,1
3685,Passover,/pˈæsoʊvɚ/,,29,1
3686,passport control,/pˈæspˌɔrt kəntroʊl/,,215,1
3687,pasta,/ˈpæstə/,,160,1
3688,pastels,/pæstˈɛlz/,,276,1
3689,pasteurized,/pˈæstʃɚˌaɪzd/,,139,1
3690,pasting brush,/pˈeɪstɪŋ brˈʌʃ/,,84,1
3691,pasting table,/pˈeɪstɪŋ tˈeɪbəl/,,84,1
3692,pastry,/pˈeɪstri/,,142,2
3693,pastry brush,/pˈeɪstri brˈʌʃ/,,71,1
3694,pasture,/ˈpæstʃə/,,184,1
3695,patch,/pˈætʃ/,,209,1
3696,patchwork,/pˈætʃwɝk/,,279,1
3697,path,/pɑːθ/,,87,1
3698,pathology,/pæˈθɑlədʒi/,,51,1
3699,patient,/ˈpeɪʃənt/,,47,1
3700,pattern,/ˈpætən/,,278,1
3701,pause,/pɑːz/,,271,1
3702,pavement,/ˈpeɪvmənt/,,300,1
3703,paving,/ˈpeɪviŋ/,,87,1
3704,pawn,/pɑːn/,,274,1
3705,pay in,/pˈeɪ ɪn/,,98,1
3706,pay per view channel watch television,/pˈeɪ pɝ vjˈu tʃˈænəl wˈɑtʃ tˈɛləvˌɪʒən/,,271,1
3707,paying-in slips,/slip/,,98,1
3708,payment,/ˈpeɪmənt/,,98,1
3709,payroll,/ˈpeɪroʊl/,,177,1
3710,peach,/piːtʃ/,,128,2
3711,peacock,/ˈpiːkɑk/,,295,1
3712,peanut,/ˈpiːnʌt/,,131,1
3713,peanut butter,/pˈinət bˈʌtɚ/,,137,1
3714,peanuts,/ˈpiːnʌt/,,153,1
3715,pear,/pɛr/,,128,1
3716,pecan,/pəkˈɑn/,,131,1
3717,pectoral,/pˈɛktɚəl/,,18,1
3718,pectoral fin,/pˈɛktɚəl fˈɪn/,,296,1
3719,pedal,/ˈpedl/,,63,3
3720,pedestrian crossing,/pədˈɛstriən krˈɔsɪŋ/,,197,1
3721,pedestrian zone,/pədˈɛstriən zoʊn/,,301,1
3722,pedicure,/pˈɛdɪkjɚ/,,43,1
3723,pediment,/pɛdɪmɛnt/,是,303,1
3724,peel,/piːl/,,69,1
3725,peeled prawns,/pˈild prˈɔnz/,,122,1
3726,peeler,/ˈpiːlə/,,70,1
3727,pelvis,/ˈpelvis/,,19,1
3728,pen,/pen/,,165,2
3729,penalty,/ˈpenəlti/,,225,1
3730,penalty area,/pˈɛnəlti ˈɛriə/,,225,1
3731,pencil,/ˈpensl/,,165,3
3732,pendant,/pˈɛndənt/,,38,1
3733,penfriend,/pɛnfrind/,是,26,1
3734,penguin,/ˈpengwin/,,294,1
3735,peninsula,/piˈninsjulə/,,284,1
3736,penis,/pˈinɪs/,,23,1
3737,pentagon,/ˈpentəgən/,,166,1
3738,peony,/ˈpiːəni/,,113,1
3739,PEOPLE,/ˈpiːpl/,,13,17
3740,people carrier,/pˈipəl kˈæriɚ/,,201,1
3741,pepper,/ˈpepə/,,66,3
3742,peppercorn,/pɛppɛrrkɔrrn/,是,134,1
3743,pepperoni,/pˌɛpɚoʊni/,,144,1
3744,percentage,/pɚsˈɛntədʒ/,,167,1
3745,percussion,/pəːˈkʌʃən/,,259,1
3746,perennial,/pɚˈɛniəl/,,88,1
3747,perfume,/ˈpəːfjuːm/,,43,1
3748,perfumery,/pɛrrfʌmɛrraɪ/,是,107,1
3749,pergola,/pɝgələ/,,86,1
3750,periodical,/pˌɪriˈɑdɪkəl/,,170,1
3751,perm,/pəːm/,,41,1
