No.,English,中文,拼音,中文+拼音
3029,wheelchair access,轮椅通道,lúnyǐ tōngdào,轮椅通道 lúnyǐ tōngdào
3030,bus shelter,公共汽车候车亭,gòngqìchē hòuchētíng,公共汽车候车亭 gòngqìchē hòuchētíng
3031,Which bus goes to…?,哪路车去,…？ nǎlù chē qù…?,哪路车去 …？ nǎlù chē qù…?
3032,minibus,小型公共汽车,xiǎoxíng gōnggòngqìchē,小型公共汽车 xiǎoxíng gōnggòngqìchē
3033,bus ticket,公共汽车票,gōnggòngqìchēpiào,公共汽车票 gōnggòngqìchēpiào
3034,bell,铃,líng,铃 líng
3035,rear wheel,后轮,hòulún,后轮 hòulún
3036,fare,车费,chēfèi,车费 chēfèi
3037,timetable,时刻表,shíkèbiǎo,时刻表 shíkèbiǎo
3038,bus station,公共汽车总站,gōnggòngqìchē zǒngzhàn,公共汽车总站 gōnggòngqìchē zǒngzhàn
3039,stop button,停车按钮,tíngchē ànniǔ,停车按钮 tíngchē ànniǔ
3040,bus stop,公共汽车站,gōnggòngqìchēzhàn,公共汽车站 gōnggòngqìchēzhàn
3041,Do you stop at…?,您在停吗,… ？ nín zài… ting ma?,您在停吗 … ？ nín zài… ting ma?
3042,wheel,车轮,chēlún,车轮 chēlún
3043,rearview mirror,内后视镜,nèihòushìjìng,内后视镜 nèihòushìjìng
3044,headlight,前灯,qiándēng,前灯 qiándēng
3045,roofrack,车顶行李架,chēdǐng xínglijià,车顶行李架 chēdǐng xínglijià
3046,bonnet,引擎盖,yǐnqínggài,引擎盖 yǐnqínggài
3047,seat belt,安全带,ānquándài,安全带 ānquándài
3048,indicator,转向灯,zhuànxiàngdēng,转向灯 zhuànxiàngdēng
3049,tyre,轮胎,lúntāi,轮胎 lúntāi
3050,door,车门,chēmén,车门 chēmén
3051,windscreen wiper,雨刷,yǔshuā,雨刷 yǔshuā
3052,licence plate,车牌,chēpái,车牌 chēpái
3053,tailgate,尾部车门,wěibùchēmén,尾部车门 wěibùchēmén
3054,boot,行李箱,xínglixiāng,行李箱 xínglixiāng
3055,windscreen,风挡,fēngdǎng,风挡 fēngdǎng
3056,child seat,儿童座椅,értóngzuòyǐ,儿童座椅 értóngzuòyǐ
3057,wing mirror,外后视镜,wàihòushìjìng,外后视镜 wàihòushìjìng
3058,air supply,轮胎充气机,lúntāi chōngqìjī,轮胎充气机 lúntāi chōngqìjī
3059,estate,客货两用车,kèhuò liǎngyòngchē,客货两用车 kèhuò liǎngyòngchē
3060,car wash,自动洗车站,zìdòngxǐ chēzhàn,自动洗车站 zìdòngxǐ chēzhàn
3061,antifreeze,防冻液,fángdòngyè,防冻液 fángdòngyè
3062,screenwash,喷水器,pēnshuǐqì,喷水器 pēnshuǐqì
3063,saloon,家庭轿车三厢车,"， jiātíng jiàochē, sānxiāngchē","家庭轿车三厢车 ， jiātíng jiàochē, sānxiāngchē"
3064,four-wheel drive,四轮驱动车,() sìlúnqūdòng(chē),四轮驱动车 () sìlúnqūdòng(chē)
3065,petrol,汽油,qìyóu,汽油 qìyóu
3066,unleaded,无铅,wúqiān,无铅 wúqiān
3067,"Fill the tank, please.",请加满油,。 qǐng jiāmǎn yóu.,请加满油 。 qǐng jiāmǎn yóu.
3068,convertible,敞篷车,chǎngpéngchē,敞篷车 chǎngpéngchē
3069,vintage,老式汽车,lǎoshìqìchē,老式汽车 lǎoshìqìchē
3070,petrol pump,汽油泵,qìyóubèng,汽油泵 qìyóubèng
3071,forecourt,加油处,jiāyóuchù,加油处 jiāyóuchù
3072,limousine,大型高级轿车,dàxínggāojí jiàochē,大型高级轿车 dàxínggāojí jiàochē
3073,hatchback,揭背式轿车,jiēbèishì jiàochē,揭背式轿车 jiēbèishì jiàochē
3074,sports car,跑车,pǎochē,跑车 pǎochē
3075,small car,微型车,wēixíngchē,微型车 wēixíngchē
3076,leaded,含铅,hánqiān,含铅 hánqiān
3077,diesel,柴油,cháiyóu,柴油 cháiyóu
3078,people carrier,六座厢式车,liùzuò xiāngshìchē,六座厢式车 liùzuò xiāngshìchē
3079,accelerator,加速器油门,"， jiāsùqì, yóumén","加速器油门 ， jiāsùqì, yóumén"
3080,air conditioning,空调,kōngtiáo,空调 kōngtiáo
3081,automatic,自动,zìdòng,自动 zìdòng
3082,ignition,点火,diǎnhuǒ,点火 diǎnhuǒ
3083,two-door,双门,shuāngmén,双门 shuāngmén
3084,three-door,三门,sānmén,三门 sānmén
3085,Where is the car park?,停车场在哪里,？ tíngchēchǎng zàinǎli?,停车场在哪里 ？ tíngchēchǎng zàinǎli?
3086,headrest,座椅头枕,zuòyǐ tóuzhěn,座椅头枕 zuòyǐ tóuzhěn
3087,door lock,门锁,ménsuǒ,门锁 ménsuǒ
3088,four-door,四门,sìmén,四门 sìmén
3089,manual,手动,shǒudòng,手动 shǒudòng
3090,Can I park here?,这儿可以停车吗,？ zhè’er kěyǐ tíngchē ma?,这儿可以停车吗 ？ zhè’er kěyǐ tíngchē ma?
3091,brake,刹车,shāchē,刹车 shāchē
3092,clutch,离合器,líhéqì,离合器 líhéqì
3093,Can you tell me the way to…?,您能告诉我去的路吗,...？ nín néng gàosù wǒ qù…de lù ma?,您能告诉我去的路吗 ...？ nín néng gàosù wǒ qù…de lù ma?
3094,armrest,扶手,fúshǒu,扶手 fúshǒu
3095,back seat,后座,hòuzuò,后座 hòuzuò
3096,car stereo,汽车音响,qìchē yīnxiǎng,汽车音响 qìchē yīnxiǎng
3097,air bag,安全气囊,ānquánqìnáng,安全气囊 ānquánqìnáng
3098,rev counter,转速表,zhuànsùbiǎo,转速表 zhuànsùbiǎo
3099,speedometer,车速表,chēsùbiǎo,车速表 chēsùbiǎo
3100,fuel gauge,油量表,yóuliàngbiǎo,油量表 yóuliàngbiǎo
3101,hazard lights,警示灯,jǐngshìdēng,警示灯 jǐngshìdēng
3102,dashboard,仪表盘,yíbiǎopán,仪表盘 yíbiǎopán
3103,odometer,里程表,lǐchéngbiǎo,里程表 lǐchéngbiǎo
3104,horn,喇叭,lǎba,喇叭 lǎba
3105,satellite navigation,卫星导航仪,wèixīng dǎohángyí,卫星导航仪 wèixīng dǎohángyí
3106,gearstick,变速杆,biànsùgǎn,变速杆 biànsùgǎn
3107,heater controls,暖风开关,nuǎnfēng kāiguān,暖风开关 nuǎnfēng kāiguān
3108,lights switch,车灯开关,chēdēng kāiguān,车灯开关 chēdēng kāiguān
3109,temperature gauge,温度计,wēndùjì,温度计 wēndùjì
3110,gearbox,变速箱,biànsùxiāng,变速箱 biànsùxiāng
3111,battery,电池,diànchí,电池 diànchí
3112,cylinder head,汽缸盖,qìgānggài,汽缸盖 qìgānggài
3113,screen wash reservoir,挡风玻璃清洗剂容器,dǎngfēng bōlí qīngxǐjì róngqì,挡风玻璃清洗剂容器 dǎngfēng bōlí qīngxǐjì róngqì
3114,brake fluid reservoir,制动液容器,zhìdòngyè róngqì,制动液容器 zhìdòngyè róngqì
3115,dipstick,量油计,liàngyóujì,量油计 liàngyóujì
3116,hubcap,轮毂盖,lúngǔgài,轮毂盖 lúngǔgài
3117,engine,发动机引擎,"， fādòngjī, yǐnqíng","发动机引擎 ， fādòngjī, yǐnqíng"
3118,sunroof,天窗,tiānchuāng,天窗 tiānchuāng
3119,bodywork,车身,chēshēn,车身 chēshēn
3120,coolant reservoir,冷却剂容器,lěngquèjì róngqì,冷却剂容器 lěngquèjì róngqì
3121,air filter,空气过滤器,kōngqìguòlǜqì,空气过滤器 kōngqìguòlǜqì
3122,driveshaft,驱动轴,qūdòngzhóu,驱动轴 qūdòngzhóu
3123,transmission,传动装置,chuándòng zhuāngzhì,传动装置 chuándòng zhuāngzhì
3124,car accident,车祸,chēhuò,车祸 chēhuò
3125,breakdown,故障,gùzhàng,故障 gùzhàng
3126,insurance,保险,bǎoxiǎn,保险 bǎoxiǎn
3127,tow truck,拖车,tuōchē,拖车 tuōchē
3128,tyre pressure,胎压,tāiyā,胎压 tāiyā
3129,spark plug,火花塞,huǒhuāsāi,火花塞 huǒhuāsāi
3130,fan belt,风扇皮带,fēngshànpídài,风扇皮带 fēngshànpídài
3131,petrol tank,油箱,yóuxiāng,油箱 yóuxiāng
3132,timing,点火定时,diǎnhuǒdìngshí,点火定时 diǎnhuǒdìngshí
3133,turbocharger,涡轮增压器,wōlúnzēngyāqì,涡轮增压器 wōlúnzēngyāqì
3134,distributor,配电器,pèidiànqì,配电器 pèidiànqì
3135,chassis,底盘,dǐpán,底盘 dǐpán
3136,handbrake,手刹车,shǒushāchē,手刹车 shǒushāchē
3137,alternator,交流发电机,jiāoliúfādiànjī,交流发电机 jiāoliúfādiànjī
3138,cam belt,轮轴皮带,lúnzhóupídài,轮轴皮带 lúnzhóupídài
3139,wheel nuts,固定螺母,gùdìngluómǔ,固定螺母 gùdìngluómǔ
3140,jack,千斤顶,qiānjīndǐng,千斤顶 qiānjīndǐng
3141,silencer,排气消音器,páiqìxiāoyīnqì,排气消音器 páiqìxiāoyīnqì
3142,exhaust pipe,排气管,páiqìguǎn,排气管 páiqìguǎn
3143,change a wheel (v),更换轮胎,gēnghuàn lúntāi,更换轮胎 gēnghuàn lúntāi
3144,suspension,汽车悬架,qìchēxuánjià,汽车悬架 qìchēxuánjià
3145,I’ve broken down.,我的车坏了,。 wǒ de chē huàile.,我的车坏了 。 wǒ de chē huàile.
3146,My car won’t start.,我的车发动不起来,。 wǒ de chē fādòng bù qǐlái.,我的车发动不起来 。 wǒ de chē fādòng bù qǐlái.
3147,Do you do repairs?,您修车吗,？ nín xiūchē ma,您修车吗 ？ nín xiūchē ma
3148,The engine is overheating,发动机过热,。 fādòngjī guòrè,发动机过热 。 fādòngjī guòrè
3149,spare tyre,备用轮胎,bèiyòng lúntāi,备用轮胎 bèiyòng lúntāi
3150,fuel tank,燃油箱,rányóuxiāng,燃油箱 rányóuxiāng
3151,tail light,尾灯,wěidēng,尾灯 wěidēng
3152,oil tank,机油箱,jīyóuxiāng,机油箱 jīyóuxiāng
3153,throttle,油门,yóumén,油门 yóumén
3154,controls,操作装置,cāozuò zhuāngzhì,操作装置 cāozuò zhuāngzhì
3155,pillion,后座,hòuzuò,后座 hòuzuò
3156,carrier,行李架,xínglijià,行李架 xínglijià
3157,leathers,皮衣,píyī,皮衣 píyī
3158,knee pad,护膝,hùxī,护膝 hùxī
3159,brake pedal,刹车踏板,shāchētàbǎn,刹车踏板 shāchētàbǎn
3160,axle,轮轴,lúnzhóu,轮轴 lúnzhóu
3161,reflector strap,反光肩带,fǎnguāng jiāndài,反光肩带 fǎnguāng jiāndài
3162,mudguard,挡泥板,dǎngníbǎn,挡泥板 dǎngníbǎn
3163,visor,头盔面罩,tóukuīmiànzhào,头盔面罩 tóukuīmiànzhào
3164,windshield,风挡,fēngdǎng,风挡 fēngdǎng
3165,mountain bike,山地车,shāndìchē,山地车 shāndìchē
3166,hub,轮毂,lúngǔ,轮毂 lúngǔ
3167,rim,轮圈,lúnquān,轮圈 lúnquān
3168,seat post,座杆,zuògǎn,座杆 zuògǎn
3169,tandem,双座自行车,shuāngzuò zìxíngchē,双座自行车 shuāngzuò zìxíngchē
3170,touring bike,旅行车,lǚxíngchē,旅行车 lǚxíngchē
3171,racing bike,赛车,sàichē,赛车 sàichē
3172,cog,链盘,liànpán,链盘 liànpán
3173,saddle,车座,chēzuò,车座 chēzuò
3174,road bike,公路车,gōnglùchē,公路车 gōnglùchē
3175,gears,齿轮,chǐlún,齿轮 chǐlún
3176,water bottle,水瓶,shuǐpíng,水瓶 shuǐpíng
3177,repair kit,修理工具箱,xiūlǐ gōngjùxiāng,修理工具箱 xiūlǐ gōngjùxiāng
3178,patch,补胎片,bǔtāipiàn,补胎片 bǔtāipiàn
3179,pump,气筒,qìtǒng,气筒 qìtǒng
3180,inner tube,内胎,nèitāi,内胎 nèitāi
3181,tread,胎面,tāimiàn,胎面 tāimiàn
3182,crossbar,横梁,héngliáng,横梁 héngliáng
3183,kickstand,支架,zhījià,支架 zhījià
3184,bike rack,自行车支架,zìxíngchē zhījià,自行车支架 zìxíngchē zhījià
3185,stabilisers,稳定轮,wěndìnglún,稳定轮 wěndìnglún
3186,toe clip,踏脚套,tàjiǎotào,踏脚套 tàjiǎotào
3187,toe strap,趾带,zhǐdài,趾带 zhǐdài
3188,pedal (v),蹬踏,dēngtà,蹬踏 dēngtà
3189,rear light,尾灯,wěidēng,尾灯 wěidēng
3190,reﬂector,反光镜,fǎnguāngjìng,反光镜 fǎnguāngjìng
3191,tyre lever,轮胎撬杆,lúntāi qiàogǎn,轮胎撬杆 lúntāi qiàogǎn
3192,brake lever,车闸,chēzhá,车闸 chēzhá
3193,spoke,辐条,fútiáo,辐条 fútiáo
3194,basket,车筐,chēkuāng,车筐 chēkuāng
3195,dynamo,发电机,fādiànjī,发电机 fādiànjī
3196,puncture,爆胎,bàotāi,爆胎 bàotāi
3197,gear lever,变速杆,biànsùgǎn,变速杆 biànsùgǎn
3198,brake block,刹车片,shāchēpiàn,刹车片 shāchēpiàn
3199,sprocket,扣链齿,kòuliànchǐ,扣链齿 kòuliànchǐ
3200,brake (v),刹车,shāchē,刹车 shāchē
3201,cycle (v),骑车,qíchē,骑车 qíchē
3202,change gear (v),变速,biànsù,变速 biànsù
3203,handlebar,车把,chēbǎ,车把 chēbǎ
3204,driver’s cab,驾驶室,jiàshǐshì,驾驶室 jiàshǐshì
3205,commuter,旅客,lǚkè,旅客 lǚkè
3206,monorail,单轨列车,dānguǐlièchē,单轨列车 dānguǐlièchē
3207,underground train,地铁,dìtiě,地铁 dìtiě
3208,electric train,电力机车,diànlìjīchē,电力机车 diànlìjīchē
3209,carriage,客车厢,kèchēxiāng,客车厢 kèchēxiāng
3210,platform,站台,zhàntái,站台 zhàntái
3211,rail,铁轨,tiěguǐ,铁轨 tiěguǐ
3212,steam train,蒸汽机车,zhēngqìjīchē,蒸汽机车 zhēngqìjīchē
3213,freight train,货车,huòchē,货车 huòchē
3214,high-speed train,高速列车,gāosùlièchē,高速列车 gāosùlièchē
3215,platform number,站台号,zhàntáihào,站台号 zhàntáihào
3216,live rail,接触轨,jiēchùguǐ,接触轨 jiēchùguǐ
3217,signal,信号,xìnhào,信号 xìnhào
3218,emergency lever,紧急刹车闸,jǐnjí shāchēzhá,紧急刹车闸 jǐnjí shāchēzhá
3219,underground map,地铁线路图,dìtiě xiànlùtú,地铁线路图 dìtiě xiànlùtú
3220,delay,晚点,wǎndiǎn,晚点 wǎndiǎn
3221,sleeping compartment,卧铺车厢,wòpùchēxiāng,卧铺车厢 wòpùchēxiāng
3222,public address system,扩音器,kuòyīnqì,扩音器 kuòyīnqì
3223,ticket ofﬁce,售票处,shòupiàochù,售票处 shòupiàochù
3224,ticket inspector,检票员,jiǎnpiàoyuán,检票员 jiǎnpiàoyuán
3225,change (v),换乘,huànchéng,换乘 huànchéng
3226,luggage rack,行李架,xínglijià,行李架 xínglijià
3227,compartment,车厢隔间,chēxiānggéjiān,车厢隔间 chēxiānggéjiān
3228,rail network,铁路网,tiělùwǎng,铁路网 tiělùwǎng
3229,inter-city train,城际列车,chéngjì lièchē,城际列车 chéngjì lièchē
3230,rush hour,上下班高峰期,shàngxiàbān gāofēngqī,上下班高峰期 shàngxiàbān gāofēngqī
3231,ticket,车票,chēpiào,车票 chēpiào
3232,track,轨道,guǐdào,轨道 guǐdào
3233,seat back,椅背,yǐbèi,椅背 yǐbèi
3234,emergency exit,紧急出口,jǐnjí chūkǒu,紧急出口 jǐnjí chūkǒu
3235,tray-table,搁板,gēbǎn,搁板 gēbǎn
3236,row,排,pái,排 pái
3237,nosewheel,前起落架,qiánqǐluòjià,前起落架 qiánqǐluòjià
3238,exit,舱门,cāngmén,舱门 cāngmén
3239,tailplane,水平尾翼,shuǐpíngwěiyì,水平尾翼 shuǐpíngwěiyì
3240,rudder,方向舵,fāngxiàngduò,方向舵 fāngxiàngduò
3241,overhead locker,头顶锁柜,tóudǐng suǒguì,头顶锁柜 tóudǐng suǒguì
3242,air vent,通风口,tōngfēngkǒu,通风口 tōngfēngkǒu
3243,landing gear,起落架,qǐluòjià,起落架 qǐluòjià
3244,fuselage,机身,jīshēn,机身 jīshēn
3245,fin,垂直尾翼,chuízhíwěiyì,垂直尾翼 chuízhíwěiyì
3246,cockpit,驾驶舱,jiàshǐcāng,驾驶舱 jiàshǐcāng
3247,flight attendant,空乘人员,kōngchèng rényuán,空乘人员 kōngchèng rényuán
3248,aileron,副翼,fùyì,副翼 fùyì
3249,reading light,阅读灯,yuèdúdēng,阅读灯 yuèdúdēng
3250,biplane,双翼飞机,shuāngyì fēijī,双翼飞机 shuāngyì fēijī
3251,glider,滑翔机,huáxiángjī,滑翔机 huáxiángjī
3252,supersonic jet,超音速飞机,chāoyīnsù fēijī,超音速飞机 chāoyīnsù fēijī
3253,helicopter,直升飞机,zhíshēng fēijī,直升飞机 zhíshēng fēijī
3254,bomber,轰炸机,hōngzhàjī,轰炸机 hōngzhàjī
3255,rotor blade,旋翼,xuányì,旋翼 xuányì
3256,economy class,经济舱,jīngjìcāng,经济舱 jīngjìcāng
3257,business class,商务舱,shāngwùcāng,商务舱 shāngwùcāng
3258,take off (v),起飞,qǐfēi,起飞 qǐfēi
3259,ﬂy (v),飞行,fēixíng,飞行 fēixíng
3260,missile,导弹,dǎodàn,导弹 dǎodàn
3261,hot-air balloon,热气球,rèqìqiú,热气球 rèqìqiú
3262,light aircraft,轻型飞机,qīngxíng fēijī,轻型飞机 qīngxíng fēijī
3263,fighter plane,战斗机,zhàndòujī,战斗机 zhàndòujī
3264,sea plane,水上飞机,shuǐshàng fēijī,水上飞机 shuǐshàng fēijī
3265,land (v),着陆,zhuólù,着陆 zhuólù
3266,altitude,高度,gāodù,高度 gāodù
3267,microlight,动力滑翔机,dònglì huáxiángjī,动力滑翔机 dònglì huáxiángjī
3268,hand luggage,手提行李,shǒutíxíngli,手提行李 shǒutíxíngli
3269,private jet,私人喷气式飞机,sīrén pēnqìshì fēijī,私人喷气式飞机 sīrén pēnqìshì fēijī
3270,propeller,螺旋桨,luóxuánjiǎng,螺旋桨 luóxuánjiǎng
3271,co-pilot,副驾驶员,fùjiàshǐyuán,副驾驶员 fùjiàshǐyuán
3272,carousel,行李传送带,xíngli chuánsòngdài,行李传送带 xíngli chuánsòngdài
3273,security,安全,ānquán,安全 ānquán
3274,X-ray machine,光行李检查机,X Xguāng xíngli jiǎnchájī,光行李检查机 X Xguāng xíngli jiǎnchájī
3275,holiday brochure,假日指南,jiàrì zhǐnán,假日指南 jiàrì zhǐnán
3276,runway,跑道,pǎodào,跑道 pǎodào
3277,international ﬂight,国际航线,guójì hángxiàn,国际航线 guójì hángxiàn
3278,domestic ﬂight,国内航线,guónèi hángxiàn,国内航线 guónèi hángxiàn
3279,connection,联运,liányùn,联运 liányùn
3280,terminal,候机楼,hòujīlóu,候机楼 hòujīlóu
3281,baggage trailer,行李拖车,xínglituōchē,行李拖车 xínglituōchē
3282,ﬂight number,航班号,hángbānhào,航班号 hángbānhào
3283,immigration,入境检查,rùjìngjiǎnchá,入境检查 rùjìngjiǎnchá
3284,customs,海关,hǎiguān,海关 hǎiguān
3285,excess baggage,超重行李,chāozhòng xíngli,超重行李 chāozhòng xíngli
3286,walkway,登机通道,dēngjītōngdào,登机通道 dēngjītōngdào
3287,holiday,假日,jiàrì,假日 jiàrì
3288,check in (v),办理登机手续,bànlǐ dēngjī shǒuxù,办理登机手续 bànlǐ dēngjī shǒuxù
3289,control tower,控制塔,kòngzhìtǎ,控制塔 kòngzhìtǎ
3290,book a ﬂight (v),订机票,dìngjīpiào,订机票 dìngjīpiào
3291,service vehicle,服务车,fúwùchē,服务车 fúwùchē
3292,arrivals,抵达,dǐdá,抵达 dǐdá
3293,visa,签证,qiānzhèng,签证 qiānzhèng
3294,passport control,护照检查处,hùzhào jiǎncháchù,护照检查处 hùzhào jiǎncháchù
3295,check-in desk,办理登机手续处,bànlǐ dēngjī shǒuxùchù,办理登机手续处 bànlǐ dēngjī shǒuxùchù
3296,duty-free shop,免税商店,miǎnshuì shāngdiàn,免税商店 miǎnshuì shāngdiàn
3297,information screen,信息屏,xìnxīpíng,信息屏 xìnxīpíng
3298,destination,目的地,mùdìdì,目的地 mùdìdì
3299,departure lounge,候机大厅,hòujīdàtīng,候机大厅 hòujīdàtīng
3300,gate number,登机门号,dēngjīménhào,登机门号 dēngjīménhào
3301,taxi rank,出租车站,chūzūchēzhàn,出租车站 chūzūchēzhàn
3302,departures,出发,chūfā,出发 chūfā
3303,boarding pass,登机牌,dēngjīpái,登机牌 dēngjīpái
3304,car hire,租车处,zūchēchù,租车处 zūchēchù
3305,baggage reclaim,领取行李处,lǐngqǔ xínglichù,领取行李处 lǐngqǔ xínglichù
3306,windlass,卷扬机,juǎnyángjī,卷扬机 juǎnyángjī
3307,captain,船长,chuánzhǎng,船长 chuánzhǎng
3308,speedboat,快艇,kuàitǐng,快艇 kuàitǐng
3309,rowing boat,划桨船,huájiǎngchuán,划桨船 huájiǎngchuán
3310,canoe,独木舟,dúmùzhōu,独木舟 dúmùzhōu
3311,galley,船上厨房,chuánshàng chúfáng,船上厨房 chuánshàng chúfáng
3312,engine room,轮机舱,lúnjīcāng,轮机舱 lúnjīcāng
3313,quarterdeck,后甲板,hòujiǎbǎn,后甲板 hòujiǎbǎn
3314,hull,船体,chuántǐ,船体 chuántǐ
3315,deck,甲板,jiǎbǎn,甲板 jiǎbǎn
3316,radio antenna,无线电天线,wúxiàndiàn tiānxiàn,无线电天线 wúxiàndiàn tiānxiàn
3317,dock,船坞,chuánwù,船坞 chuánwù
3318,gangway,舷梯,xiántī,舷梯 xiántī
3319,anchor,锚,máo,锚 máo
3320,bollard,岸边缆桩,ànbiānlǎnzhuāng,岸边缆桩 ànbiānlǎnzhuāng
3321,cabin,客舱,kècāng,客舱 kècāng
3322,lifeboat,救生艇,jiùshēngtǐng,救生艇 jiùshēngtǐng
3323,prow,船首,chuánshǒu,船首 chuánshǒu
3324,Plimsoll line,吃水线,chīshuǐxiàn,吃水线 chīshuǐxiàn
3325,porthole,舷窗,xiánchuāng,舷窗 xiánchuāng
3326,radar,雷达,léidá,雷达 léidá
